rank,Player,Team,Pos,G,GS,MP,PER,BPM,VORP,WS,WS/48,TS%,composite_score,h2h_win_rate,final_score,Has_Playoff_Data,Playoff_Games,ringer_rank
127,Malik Monk,SAC,SG,141.0,82.0,7401.5,14.56650678916436,-0.5832533945821793,0.7444977369452137,2.8,0.07655981895561711,0.5836794568668513,0.32116888718174474,0.5,0.05558950310152944,True,76.0,
128,Trayce Jackson-Davis,GSW,C,62.0,37.0,967.0,18.5,1.2,0.8,3.4,0.167,0.587,0.3204554523092915,0.5,0.05459698878940303,False,0.0,
129,Keon Ellis,SAC,SG,80.0,28.0,1948.0,13.5,1.9,1.9,5.0,0.122,0.664,0.3203066344121217,0.5,0.054389956727270025,False,0.0,
130,Luguentz Dort,OKC,SF,122.0,122.0,6235.5,11.967548713014192,-1.4688717825354822,0.3321866730815492,5.6,0.06958816454173683,0.5559603079143615,0.31993273866346406,0.5,0.053869801495006316,True,51.0,
131,De'Anthony Melton,GSW,SG,79.0,17.0,4263.5,15.146077166647121,1.8233728157616982,1.5545912982291545,0.2,0.10612020640318988,0.5292838043860678,0.3150913760932239,0.5,0.047134608379714005,True,73.0,
132,DeAndre Jordan,DEN,C,104.0,25.0,2246.0,16.646215494211933,-1.3384683882457702,0.1307658058771149,1.8,0.1394621549421193,0.634846838824577,0.31398480414181446,0.5,0.04559517073574948,True,48.0,
133,Quentin Grimes,2TM,SG,121.0,43.0,3978.0,13.331372549019607,0.054223227752639526,0.7554298642533936,3.4,0.08396380090497738,0.5801809954751131,0.31195720409225675,0.5,0.04277441982188639,True,46.0,
134,Isaiah Jackson,IND,C,41.0,16.0,1436.5,20.365506439262095,-1.459658893143056,0.005847546119039332,0.3,0.1275788374521406,0.6065906717716673,0.3113032138550223,0.5,0.04186460352959591,True,36.0,
135,Malik Beasley,DET,SG,161.0,36.0,7223.0,12.690184134016338,-0.22588951959019796,0.9844662882458812,4.7,0.07879828326180259,0.5585393880659005,0.30820152992512023,0.5,0.03754961163477218,True,79.0,
136,Jordan Poole,WAS,SG,144.0,119.0,7708.5,16.229791788285663,0.8442498540572095,1.5702082117143414,2.0,0.10549289745086593,0.5961829149640007,0.5362437257194482,0.32915436241610735,0.034883609923228365,True,76.0,
137,Grayson Allen,PHO,SG,130.0,68.0,6056.5,12.95493271691571,0.22154709815900273,0.9980269132337158,2.5,0.10209708577561298,0.6146085197721456,0.30390545695854543,0.5,0.03157301297117885,True,66.0,
138,Trey Lyles,SAC,PF,144.0,28.0,5191.5,15.334623904459212,-0.40393913127227205,0.6220456515457959,2.6,0.10580304343638638,0.5783856303573148,0.30358927676282627,0.5,0.031133150298944846,True,75.0,
139,P.J. Washington,DAL,PF,122.0,84.0,6255.0,13.71734612310152,-0.33469224620303756,0.7826538768984812,2.4,0.08249240607513988,0.5786123101518785,0.301492955173757,0.5,0.028216795547716726,True,65.0,
140,Cason Wallace,OKC,SG,68.0,43.0,1876.0,12.3,1.0,1.5,5.2,0.133,0.562,0.3006596188771006,0.5,0.027057477110699682,False,0.0,95.0
141,Kel'el Ware,MIA,C,64.0,36.0,1422.0,17.4,-0.1,0.7,4.1,0.14,0.603,0.30033133957354,0.5,0.0266007824357697,False,0.0,
142,Dillon Brooks,HOU,SF,107.0,106.0,4600.5,13.164166938376264,-1.5923703945223344,0.20762960547766549,5.1,0.09530518421910662,0.5357629605477666,0.2981009560809229,0.5,0.023497923823965445,True,32.0,78.0
143,Sandro Mamukelashvili,SAS,PF,102.0,3.0,1698.5,16.70471003826906,0.7424492198999116,0.40047100382690615,2.2,0.14181601413011483,0.6220094200765381,0.29747502921222513,0.5,0.022627148649504457,True,41.0,
144,Bobby Portis,MIL,PF,121.0,66.0,6314.0,17.7,0.19999999999999998,1.0211910041178334,2.7,0.1260744377573646,0.5652863477985429,0.529212055452322,0.32586577181208054,0.018943335438064035,True,72.0,
145,Scotty Pippen Jr.,MEM,PG,79.0,21.0,1683.0,15.8,1.9,1.7,4.7,0.133,0.582,0.2931430264794147,0.5,0.016600565315134402,False,0.0,
146,Michael Porter Jr.,DEN,SF,86.0,86.0,3255.5,14.42953463369682,-0.7919060052219322,0.9354477038857318,6.4,0.08747473506373829,0.5760961449854093,0.5304813699504765,0.3233959731543624,0.016084411682756927,True,9.0,72.0
147,Bogdan Bogdanović,2TM,SG,117.0,31.0,5968.0,14.428753351206435,0.5546246648793566,1.1611930294906165,1.9,0.08912734584450403,0.5613223860589812,0.2902492361658674,0.5,0.012574790274712958,True,63.0,
148,Donovan Clingan,POR,C,67.0,37.0,1324.0,17.4,-0.3,0.6,4.0,0.144,0.574,0.28719830313668476,0.5,0.008330401874703183,False,0.0,
149,Jalen Green,HOU,SG,149.0,149.0,8042.0,13.371947276796817,-1.7597612534195475,0.23780154190499872,5.1,0.04082305396667495,0.5459939069883113,0.28718342323117513,0.5,0.008309701289756138,True,67.0,
150,Justin Champagnie,WAS,SF,98.0,31.0,2042.5,14.977723378212975,-1.0159118727050183,0.32802937576499386,2.8,0.11306976744186047,0.5992105263157894,0.2858381272395478,0.5,0.006438156209341076,True,36.0,
151,Coby White,CHI,SG,135.0,90.0,6637.5,13.670433145009417,-1.6570621468926554,0.2583804143126177,4.5,0.07475141242937854,0.5776572504708097,0.2857616655981333,0.5,0.006331784518857796,True,61.0,74.0
152,Terry Taylor,SAC,PF,36.0,7.0,1791.0,18.969179229480737,-0.5869346733668342,0.19932998324958123,0.0,0.15962814070351758,0.6538023450586264,0.28552819306128463,0.5,0.006006982854041537,True,33.0,
153,Nick Richards,2TM,C,107.0,48.0,2173.5,16.304508856682773,-3.08893489763055,-0.27336093857832994,3.0,0.1186434322521279,0.6572171612606394,0.28517690012905506,0.5,0.005518272144137793,True,50.0,
154,Obi Toppin,IND,PF,151.0,14.0,4620.0,17.999025974025972,1.8996753246753246,1.266883116883117,4.3,0.14698051948051946,0.6233636363636363,0.5219537176758464,0.32233557046979866,0.0022353036126313564,True,72.0,
155,Jerami Grant,POR,PF,94.0,94.0,5274.0,14.597383390216155,0.39089874857792944,0.8821387940841865,1.8,0.0697986348122867,0.5464641638225256,0.28226264567646814,0.5,0.0014640278605290654,True,47.0,
156,Isaiah Stewart,DET,C,143.0,75.0,5974.0,14.144024104452628,-2.3638433210579177,-0.23993973886842984,4.3,0.10372212922664881,0.5658426514897891,0.2813590686507502,0.5,0.00020699212431694733,True,71.0,
157,Naz Reid,MIN,C,157.0,23.0,5237.5,16.611933174224344,0.6720763723150358,1.1880668257756564,5.7,0.125,0.583379474940334,0.5195186648157075,0.322013422818792,-0.001755516584718786,True,77.0,76.0
158,Matisse Thybulle,POR,SG,81.0,55.0,4524.5,11.599955796220577,1.368935794010388,1.2517294728699304,0.9,0.10968935794010388,0.5938620842081999,0.2790304776317911,0.5,-0.003032490556784317,True,66.0,
159,Kenrich Williams,OKC,PF,118.0,7.0,3812.0,13.41878279118573,-0.032738719832109145,0.5593913955928647,3.6,0.10178698845750263,0.5483326337880376,0.2758669908644213,0.5,-0.0074334611485924644,True,49.0,
160,Pat Connaughton,MIL,SG,106.0,20.0,4830.5,13.23771866266432,0.7630887071731706,1.2252354828692682,1.2,0.12100538246558326,0.6133839147086223,0.27547528879690164,0.5,-0.007978388125270694,True,65.0,
161,Kai Jones,2TM,C,61.0,6.0,625.5,17.43021582733813,0.5079136690647482,0.4237410071942446,2.1,0.16387769784172662,0.75968345323741,0.2725903436933404,0.5,-0.011991857911430115,True,21.0,
162,Paul George,PHI,PF,72.0,72.0,4026.5,17.24164907487893,2.341649074878927,1.2355643859431267,1.0,0.0500425928225506,0.5396565255184403,0.5121317884652024,0.3189798657718121,-0.01771238839893463,True,31.0,
163,Charles Bassey,SAS,C,59.0,1.0,796.0,20.319095477386934,0.3773869346733668,0.15276381909547737,1.1,0.180321608040201,0.6302412060301508,0.2657125777238557,0.5,-0.021560048959754618,True,23.0,
164,Mason Plumlee,PHO,C,147.0,94.0,5782.5,14.722481625594465,-0.13488975356679636,0.8100734976221358,3.7,0.12902334630350196,0.6124422827496757,0.5114398329158607,0.3155704697986577,-0.025059207794617733,True,73.0,
165,Amir Coffey,LAC,SG,141.0,43.0,5665.5,12.444638602065131,-0.7319477539493425,0.5148795340217104,4.0,0.11445732945018092,0.602936545759421,0.2593644733743628,0.5,-0.030391386850595736,True,69.0,
166,Jock Landale,HOU,C,96.0,4.0,1972.5,16.0,-0.19721166032953105,0.22534854245880862,1.7,0.13063244613434727,0.5952256020278834,0.25673128848277443,0.5,-0.03405461357567821,True,54.0,
167,Marcus Smart,2TM,PG,105.0,78.0,6420.0,13.472897196261682,0.2881619937694704,1.3517133956386294,0.7,0.10911526479750779,0.5388348909657322,0.2564148391299564,0.5,-0.03449485069312532,True,71.0,
168,Terance Mann,2TM,SG,148.0,46.0,7206.5,13.125303545410393,-0.7373482272948033,0.6822729480330257,3.0,0.11064545896066053,0.5743545410393395,0.25624846261388246,0.5,-0.03472630990514461,True,81.0,
169,Richaun Holmes,WAS,PF,76.0,44.0,3219.0,18.131780055917986,-0.2345759552656104,0.39999999999999997,2.0,0.15047437092264676,0.6899953401677539,0.5035048080083696,0.31620134228187924,-0.03491690747606446,True,45.0,
170,Delon Wright,2TM,PG,117.0,15.0,4265.0,13.11512309495897,1.6640093786635406,1.3766705744431418,0.7,0.11087573270808909,0.5557514654161781,0.25569053970225164,0.5,-0.03550247952656036,True,77.0,
171,Klay Thompson,DAL,SF,104.0,104.0,4317.5,14.970526925303995,0.14423856398378693,0.6089751013317892,1.8,0.07006427330631153,0.5492756224667054,0.2548211933193846,0.5,-0.036711894373670256,True,32.0,
172,Aaron Wiggins,OKC,SG,126.0,61.0,4766.5,12.42214413091367,-2.3242106367355504,0.06836253015839713,5.4,0.08458869191230463,0.5706354767649219,0.2540077955378874,0.5,-0.037843474803446284,True,50.0,
173,Larry Nance Jr.,ATL,PF,70.0,14.0,3063.0,14.641854391119818,0.1872020894547829,0.48488410055501147,1.3,0.10808129285014692,0.5963486777668952,0.2525340353210763,0.5,-0.039893736382050834,True,46.0,
174,Monte Morris,PHO,PG,120.0,74.0,6168.5,14.551892680554431,-0.1666207343762665,0.9981762178811706,0.8,0.11118651211801897,0.5795750182378212,0.24960751023112987,0.5,-0.043965051296306436,True,75.0,
175,Jose Alvarado,NOP,PG,110.0,24.0,3451.0,15.212518110692553,0.5937699217618083,0.5625036221385106,1.2,0.09012547087800636,0.5211874818893074,0.2428213249136305,0.5,-0.053405837431696475,True,54.0,
176,Brandin Podziemski,GSW,SG,64.0,33.0,1716.0,14.4,0.7,1.2,4.2,0.117,0.557,0.24079107554770468,0.5,-0.05623027401402664,False,0.0,
177,Donte DiVincenzo,MIN,SG,104.0,11.0,4121.0,12.391191458383886,-0.663212812424169,0.5625090997330746,3.9,0.06617689881096822,0.5380592089298715,0.2389981582001506,0.5,-0.058724539708929,True,42.0,
178,Zach Edey,MEM,C,66.0,55.0,1416.0,18.2,-0.1,0.7,4.9,0.165,0.624,0.4948364879819019,0.3097181208053692,-0.05911608489314024,False,0.0,
179,Bruce Brown,2TM,PG,113.0,57.0,5357.0,14.294343849169312,-0.07450065335075601,0.9246219899197312,0.7,0.11364943065148404,0.5627801008026881,0.23173244899605677,0.5,-0.06883242853137295,True,72.0,
180,Bruno Fernando,TOR,C,47.0,2.0,527.0,19.55426944971537,-0.2673624288425047,0.1,0.3,0.12465844402277042,0.6378064516129033,0.23131424992527885,0.5,-0.06941421753425386,True,30.0,
181,Isaiah Joe,OKC,SG,129.0,17.0,3126.5,10.93211258595874,-1.5731009115624497,0.5234607388453542,5.1,0.095537981768751,0.5692773068926915,0.23129630881329483,0.5,-0.06943917679978343,True,55.0,
182,Moses Brown,2TM,C,53.0,8.0,981.5,18.972847682119205,-2.887773815588385,-0.07575140091696382,0.4,0.15830259806418745,0.6233968415690271,0.22945575786039626,0.5,-0.07199970927931887,True,40.0,
183,Jonathan Kuminga,GSW,PF,117.0,22.0,4106.5,15.339291367344455,-1.2492755387799828,0.18357482040667236,1.9,0.11102094240837695,0.581892122245221,0.2283202535910038,0.5,-0.07357939690375098,True,70.0,
184,Cameron Payne,NYK,PG,130.0,17.0,4285.0,13.8,-0.05087514585764294,0.6491248541423571,2.3,0.07961376896149358,0.5081400233372229,0.22667986090190878,0.5,-0.07586147377481263,True,58.0,
185,Javonte Green,2TM,SG,133.0,64.0,5055.5,13.178834932252004,-0.4972109583621797,0.5760458906141825,1.6,0.12008831965186433,0.6131115616655128,0.22143699344987858,0.5,-0.08315523131827056,True,65.0,
186,RJ Barrett,TOR,SF,128.0,128.0,7911.5,14.361467484042217,-1.080275548252544,0.4362383871579346,2.4,0.04954357580736902,0.5195045819376857,0.21821867760713104,0.5,-0.08763247886840277,True,70.0,80.0
187,Jaylen Nowell,NOP,SG,70.0,1.0,2605.5,16.20034542314335,0.3808865860679332,0.6419689119170985,-0.2,0.12465284974093264,0.5712636729994243,0.216517006620384,0.5,-0.08999980470862852,True,62.0,
188,Kentavious Caldwell-Pope,ORL,SG,154.0,154.0,8101.5,11.840473986298834,-1.471869406899957,0.3,4.6,0.06868962537801641,0.5696878355860026,0.21429633061274683,0.5,-0.09308915848887861,True,77.0,
189,Naji Marshall,DAL,SF,124.0,35.0,3756.5,13.73037401836816,-1.973965127113004,0.20867829096233192,3.5,0.06890137095700785,0.5453569812325303,0.20402754402551632,0.5,-0.10737486002874289,True,55.0,
190,Tony Bradley,IND,C,69.0,7.0,1485.5,15.531369909121507,-1.5717940087512623,0.007606866374957927,0.4,0.11770514978121845,0.6030427465499832,0.20161717052522846,0.5,-0.11072811663138081,True,55.0,
191,Devin Vassell,SAS,SG,135.0,85.0,6825.5,13.561475349791225,-0.6743168998608161,0.612841550069592,2.2,0.07386521133982858,0.5437768661636511,0.20130317889685417,0.5,-0.1111649346186734,True,71.0,96.0
192,Bismack Biyombo,SAS,C,64.0,29.0,1793.0,15.798159509202453,-1.9773006134969326,0.011656441717791406,0.8,0.14084662576687118,0.5901104294478527,0.2012913443029932,0.5,-0.1111813986355567,True,36.0,
193,Malcolm Brogdon,WAS,PG,60.0,49.0,3579.0,17.65331098072087,1.7011735121542328,1.110896898575021,0.7,0.09890863369656328,0.5549513830678962,0.47120635623115714,0.2993154362416107,-0.11146909447625997,True,36.0,
194,Neemias Queta,BOS,C,77.0,6.0,1163.0,15.371367153912297,-1.8349957007738606,0.19681857265692174,3.2,0.14598194325021496,0.6278263112639725,0.2000782963585704,0.5,-0.1128689632509436,True,15.0,
195,Kyle Lowry,PHI,PG,98.0,75.0,5991.5,14.428056413252106,1.6370358007176833,1.8800216974046566,1.0,0.13497079195526995,0.5917508136526746,0.4692032568560475,0.2990872483221477,-0.11468304869237805,True,63.0,
196,Seth Curry,CHO,SG,132.0,78.0,6399.5,13.451074302679896,-0.7825455113680756,0.6838346745839519,1.8,0.09251074302679897,0.6151659504648801,0.19501887682641908,0.5,-0.11990751223502244,True,64.0,
197,Kelly Oubre Jr.,PHI,SF,136.0,70.0,7075.5,14.488834711327822,-1.6643205427178291,0.18252420323652038,2.6,0.07371358914564342,0.5573567945728217,0.1928626168609849,0.5,-0.12290725188750054,True,76.0,
198,Kris Dunn,LAC,PG,88.0,61.0,2623.0,11.684292794510103,-1.3214639725505146,0.7196340068623713,4.0,0.0810995043842928,0.5153080442241708,0.18764351656526723,0.5,-0.1301679451055245,True,14.0,
199,Bones Hyland,2TM,PG,93.0,4.0,3514.0,14.508821855435402,-0.18915765509391005,0.4863972680705749,0.5,0.08847609561752988,0.5592242458736484,0.18657282242905507,0.5,-0.1316574703518112,True,69.0,
200,Jaylin Williams,OKC,PF,47.0,9.0,784.0,16.4,4.3,1.2,3.3,0.199,0.594,0.18305971949387395,0.5,-0.13654481897713247,False,0.0,
201,Caleb Martin,2TM,SF,105.0,36.0,4648.0,13.437349397590362,-0.02680722891566263,0.7069277108433736,0.6,0.10912650602409639,0.5853192771084338,0.18273198402339066,0.5,-0.13700075708389703,True,60.0,
202,Dean Wade,CLE,PF,110.0,58.0,3702.0,10.1,-0.2956239870340357,0.5014586709886548,3.0,0.11167639113992436,0.5768978930307942,0.17686656035015114,0.5,-0.1451606006339569,True,51.0,
203,Jordan McLaughlin,2TM,PG,108.0,3.0,2569.0,13.265550797975864,0.15554690541066563,0.5266640716231997,0.6,0.11994433631763332,0.5429447255741535,0.17479948388068542,0.5,-0.14803627024224192,True,62.0,
204,Nicolas Batum,LAC,PF,137.0,62.0,5022.0,12.6289526085225,1.8916965352449224,1.436678614097969,3.5,0.12327220230983671,0.614805057745918,0.4521878658864697,0.29336912751677857,-0.14906180890147405,True,59.0,
205,Luka Garza,MIN,C,71.0,5.0,1191.5,16.188166177087705,-2.4632396139320183,-0.08161980696600923,0.7,0.10237389844733528,0.5419844733529164,0.17314207499813838,0.5,-0.15034201965328045,True,32.0,
206,Cole Anthony,ORL,PG,132.0,87.0,6381.5,13.635360025072476,-0.9486170962939748,0.45801143931677507,2.0,0.045734858575570005,0.521320457572671,0.17193764350867183,0.5,-0.15201759725318204,True,65.0,
207,Bol Bol,PHO,PF,50.0,10.0,650.5,16.874634896233665,0.23966179861644893,0.20661029976940815,0.9,0.08703843197540355,0.6076994619523444,0.16838214797513965,0.5,-0.1569639214938205,True,14.0,
208,Kevin Porter Jr.,2TM,SG,136.0,65.0,6249.5,13.95056404512361,-1.3628610288823106,0.2711416913353068,2.2,0.033094087527002165,0.531,0.1666514771333109,0.5,-0.15937159127058415,True,61.0,
209,Buddy Hield,GSW,SG,163.0,54.0,8110.5,12.762178657296097,-1.1540595524320325,0.5,2.8,0.04449898280007398,0.550756426854078,0.16616690807092782,0.5,-0.1600457126910512,True,81.0,
210,Cody Martin,2TM,SF,124.0,19.0,5838.0,12.418705035971222,-0.7411099691675231,0.5794450154162385,1.3,0.09155652620760535,0.5649352517985611,0.16611643864301742,0.5,-0.16011592460731713,True,71.0,
211,Mo Bamba,2TM,C,103.0,71.0,4973.0,16.284073999597826,0.5671224612909713,1.1086466921375429,1.0,0.11791695153830685,0.5799237884576713,0.44953830764615793,0.2892885906040268,-0.16038873013438767,True,71.0,
212,Russell Westbrook,DEN,PG,153.0,114.0,8787.0,14.833344713781724,-1.480960509844088,0.2714236940935473,1.9,0.03357118470467736,0.5167615796062365,0.1654948769421747,0.5,-0.1609806270598826,True,78.0,
213,Jordan Clarkson,UTA,SG,116.0,10.0,6314.5,14.8390608915987,-0.7371129939029218,0.608591337398052,0.4,0.07016382928181171,0.533218782168026,0.1626944722797781,0.5,-0.1648764861137255,True,79.0,
214,Guerschon Yabusele,PHI,C,70.0,43.0,1895.0,14.7,-1.0,0.5,3.9,0.099,0.616,0.16098439104130186,0.5,-0.16725551210421322,False,0.0,
215,Moses Moody,GSW,SG,126.0,45.0,3166.5,11.489452076425076,-1.666777198799937,0.21245855045002368,3.5,0.10152076425075005,0.5756038212537502,0.16044042270192183,0.5,-0.1680122684431931,True,52.0,
216,Taurean Prince,MIL,SF,149.0,81.0,5108.5,11.29760203582265,-1.2391993735930311,0.2152001566017422,3.5,0.08448801017911324,0.5991759812077909,0.15980288214002966,0.5,-0.1688992003225716,True,69.0,
217,Moritz Wagner,ORL,C,93.0,4.0,2964.0,18.89919028340081,2.0566801619433197,0.9,2.0,0.1448502024291498,0.6279473684210527,0.44090709651370563,0.29087248322147646,-0.16943039209864777,True,63.0,
218,Jared Butler,2TM,SG,102.0,18.0,1944.0,13.979629629629631,-1.2777777777777777,0.1611111111111111,1.4,0.060222222222222226,0.5304814814814816,0.1537110585322079,0.5,-0.17737400629458974,True,42.0,
219,D'Angelo Russell,2TM,PG,123.0,101.0,6672.5,15.789846384413638,0.5338328962158112,1.222555264143874,1.9,0.09257137504683402,0.5391202697639565,0.43650924486279175,0.288268456375839,-0.18042469399136024,True,65.0,
220,Kevin Knox,GSW,SF,44.0,0.0,639.0,11.715023474178404,-3.731924882629108,-0.08685446009389672,0.2,0.056727699530516436,0.5029624413145539,0.15047220658385024,0.5,-0.18187982320615964,True,30.0,
221,Grant Williams,CHO,PF,93.0,28.0,5166.5,11.227813800445176,-0.5112552017807026,0.7351011322945902,0.7,0.12452995257911546,0.6313842059421272,0.14720869907004072,0.5,-0.18641994037768234,True,77.0,
222,Markelle Fultz,SAC,PG,39.0,3.0,1084.0,16.206273062730627,-0.6317343173431735,0.14907749077490776,-0.1,0.03959040590405904,0.5059667896678968,0.14650129552837057,0.5,-0.18740406404007393,True,18.0,
223,Jae Crowder,SAC,PF,76.0,69.0,4818.0,11.199522623495227,0.9845579078455792,1.4657949356579494,0.1,0.10820423412204233,0.5394180157741801,0.1447993165082397,0.5,-0.18977181840931315,True,67.0,
224,Anthony Gill,WAS,PF,95.0,0.0,1554.5,13.550755870054681,-2.564007719523963,-0.076616275329688,0.5,0.11905821807655197,0.6574827918944999,0.14374412223857172,0.5,-0.19123978059501062,True,44.0,
225,Ausar Thompson,DET,SF,59.0,48.0,1328.0,17.2,1.7,1.2,3.8,0.138,0.568,0.43270357018150424,0.2846308724832215,-0.1925305364616546,False,0.0,70.0
226,Zeke Nnaji,DEN,PF,98.0,5.0,2353.0,13.112409689757756,-1.9674458138546538,0.025839354016149597,1.2,0.1162817679558011,0.6147883552911177,0.1419453355421728,0.5,-0.1937422115940722,True,41.0,
227,Santi Aldama,MEM,PF,97.0,16.0,2560.0,14.4796875,0.07109375,1.3210937500000002,5.0,0.10884374999999999,0.5401874999999999,0.42954131368083476,0.28514093959731546,-0.19597468099966092,True,32.0,
228,Dennis Schröder,3TM,PG,139.0,78.0,6697.5,12.905711086226203,-1.9942889137737962,-0.031429637924598734,3.2,0.07505711086226202,0.5364856289660321,0.1377268982627453,0.5,-0.19961080526155356,True,64.0,
229,Marvin Bagley III,2TM,PF,79.0,27.0,3130.0,15.928594249201279,-2.2068690095846644,-0.08306709265175719,0.6,0.08694728434504792,0.5517619808306711,0.13455070581423517,0.5,-0.20402945170698755,True,48.0,
230,KJ Martin,2TM,PF,122.0,18.0,5052.0,13.559857482185272,-1.6332541567695964,0.25558194774346793,1.3,0.08111163895486938,0.60570783847981,0.13346065359288428,0.5,-0.20554590747951762,True,79.0,
231,Xavier Tillman Sr.,BOS,C,86.0,4.0,1983.5,13.620947819510967,-0.32485505419712624,0.3951852785480212,-0.3,0.10026997731283084,0.48670783967733805,0.13044920715345082,0.5,-0.20973536303705456,True,53.0,
232,Trendon Watford,BRK,PF,92.0,16.0,3085.5,14.971479500891265,-2.114260249554367,-0.018360071301247765,0.7,0.08447058823529412,0.580235294117647,0.12987212719506913,0.5,-0.21053818350469672,True,48.0,
233,Josh Richardson,MIA,SG,73.0,7.0,4150.0,12.496385542168674,-0.14578313253012049,0.8602409638554217,-0.1,0.10140963855421688,0.5668192771084338,0.12984011040394614,0.5,-0.21058272453380095,True,65.0,
234,Jericho Sims,2TM,C,94.0,10.0,2019.5,11.099282000495172,-2.106833374597673,-0.0625897499381035,1.3,0.11798564000990344,0.663046793760832,0.12958583466788914,0.5,-0.21093646713457295,True,41.0,
235,De'Andre Hunter,2TM,SF,117.0,61.0,5682.5,12.222877254729433,-2.5833260008798944,-0.24883413990321163,4.4,0.060945886493620774,0.5702714474263089,0.12629256449498957,0.5,-0.21551798943816083,True,53.0,88.0
236,Nickeil Alexander-Walker,MIN,SG,147.0,31.0,5738.0,10.897403276402928,-1.9968107354478914,0.09740327640292787,4.3,0.03768246775880098,0.5125726734053677,0.12581449740282175,0.5,-0.2161830654660562,True,65.0,
237,Tim Hardaway Jr.,DET,SG,119.0,97.0,5265.5,11.514224670021841,-0.9768872851581046,0.35466717310796697,3.5,0.077,0.5392177381065426,0.12375738161580084,0.5,-0.21904487800025252,True,42.0,
238,Anfernee Simons,POR,SG,127.0,100.0,6494.5,15.158834398337055,-0.4882515975055816,0.7117484024944185,4.2,0.06629324813303564,0.5738242358919086,0.4201239941103709,0.2796510067114094,-0.21935588960458807,True,57.0,
239,Jae'Sean Tate,HOU,SF,130.0,79.0,5728.0,14.094692737430167,-1.6870810055865924,0.11026536312849163,1.6,0.0773645251396648,0.5659734636871508,0.12315667417861954,0.5,-0.21988056847716053,True,78.0,
240,Duncan Robinson,MIA,SF,153.0,105.0,6892.5,10.910772578890098,-0.8848748639825897,0.544613710554951,2.7,0.08656147986942328,0.5786974972796517,0.12299784778943969,0.5,-0.2201015241249582,True,79.0,
241,Aaron Holiday,HOU,PG,125.0,18.0,3344.5,12.505277320974734,-1.3447899536552548,0.1473613395126327,2.0,0.08078756166841083,0.5558403348781582,0.12202253996468634,0.5,-0.22145835011170587,True,63.0,
242,Deni Avdija,POR,SF,154.0,62.0,7121.0,13.451158545148154,-0.546819266956888,0.7372840893132988,5.6,0.0780289285212751,0.5569393343631512,0.4210770298168277,0.2773288590604027,-0.22237833267335919,True,82.0,40.0
243,Ty Jerome,CLE,SG,118.0,7.0,3394.5,15.277728678745028,0.4064958020326998,0.8431727794962439,5.9,0.10253292090145823,0.5515616438356165,0.41971000122868146,0.2768590604026846,-0.2251598224018366,True,48.0,
244,Chuma Okeke,2TM,PF,79.0,23.0,4568.5,12.141578198533436,-0.10429024844040713,0.76996826091715,0.6,0.06364671117434606,0.50700634781657,0.11902836391815988,0.5,-0.22562377949278564,True,70.0,
245,Jay Huff,MEM,C,68.0,2.0,798.0,17.097243107769422,2.817042606516291,1.031077694235589,2.5,0.1445187969924812,0.6242706766917293,0.11773919239793484,0.5,-0.2274172454894916,True,4.0,
246,Jabari Smith Jr.,HOU,PF,57.0,39.0,1716.0,12.6,-0.7,0.6,4.2,0.117,0.562,0.11441307990477127,0.5,-0.23204445727948397,False,0.0,
247,Miles McBride,NYK,SG,104.0,12.0,2523.0,10.204042806183114,-1.6587395957193818,0.43139120095124855,3.2,0.0736718192627824,0.4801319857312723,0.11428502887558929,0.5,-0.23222259894882602,True,40.0,
248,JT Thor,2TM,PF,53.0,0.0,904.0,9.782632743362832,-3.661061946902655,-0.12754424778761064,0.2,0.051113938053097344,0.5227964601769911,0.11407817578846288,0.5,-0.23251036824271337,True,33.0,
249,Georges Niang,2TM,PF,155.0,10.0,6037.0,10.840549942024182,-2.0124399536193476,-0.028109988404836844,2.9,0.07812439953619348,0.5976542984926287,0.11341693326229473,0.5,-0.23343027375385242,True,76.0,
250,Josh Okogie,2TM,SG,89.0,13.0,1915.0,11.382506527415144,-1.3292428198433424,0.12845953002610966,1.3,0.07440208877284596,0.5393812010443864,0.10911743386014637,0.5,-0.23941163919641556,True,49.0,
251,P.J. Tucker,NYK,SF,74.0,71.0,5010.5,11.232860991916974,0.5097096098193793,1.2837940325316834,0.1,0.1204096397565113,0.5935787845524398,0.10898446914479454,0.5,-0.23959661667381407,True,71.0,
252,Lauri Markkanen,UTA,PF,108.0,108.0,6171.0,14.915264948954789,0.23257170636849783,1.0043266893534273,2.2,0.1133665532328634,0.5793689839572191,0.4081898801148141,0.27634899328859064,-0.24214146651131133,True,61.0,26.0
253,Jarred Vanderbilt,LAL,PF,110.0,69.0,5281.0,15.068964211323612,0.06797954932777883,1.000984661995834,1.4,0.1487093353531528,0.6037487218329861,0.40809380771695214,0.2746308724832215,-0.24549234814544624,True,74.0,
254,Malachi Flynn,CHO,PG,48.0,5.0,1386.5,11.722214208438514,-1.5412549585286692,0.09682654165164083,0.0,0.09044500540930399,0.48876163000360623,0.10448586006901864,0.5,-0.2458549789501297,True,44.0,
255,Daishen Nix,MIN,PG,27.0,0.0,665.5,7.805033809166041,-6.591435011269723,-0.2941397445529677,-0.1,-0.03874305033809167,0.47581968444778366,0.10271700678412836,0.5,-0.24831576727025834,True,24.0,
