rank,Player,Team,Pos,Age,G,GS,MP,final_score,composite_score,playing_time_factor,elo_rating,h2h_win_rate,PER,BPM,VORP,WS/48,TS%,trajectory,ringer_rank
144,Chaz Lanier,DET,SG,24.0,12.0,0.0,130.0,10.300319367462548,-0.12420158134362974,0.3,,,10.3,-1.6,0.0,0.105,0.52,0.0,
145,Aaron Nesmith,IND,SF,26.0,11.0,11.0,335.0,10.299694565272999,-0.2995135868175027,0.6220000000000001,,,12.1,-2.2,0.0,0.048,0.518,1.39,
146,Cam Whitmore,WAS,SF,21.0,16.0,0.0,275.0,10.299632715492631,-0.15091821126842198,0.33,,,15.1,-2.7,-0.1,0.017,0.58,0.19999999999999996,
147,Desmond Bane,ORL,SG,27.0,18.0,18.0,586.0,10.297394636349607,-0.14151340912598412,0.96,,,13.9,-1.4,0.1,0.084,0.552,0.0799999999999997,53.0
148,Jaylen Clark,MIN,SG,24.0,15.0,0.0,237.0,10.297377895862999,-0.13155526034250226,0.3,,,10.3,-2.4,0.0,0.103,0.517,0.0,
149,Kevin Love,UTA,PF,37.0,10.0,0.0,139.0,10.290418346935272,-0.032704132661819874,0.3,,,12.6,-0.2,0.1,0.072,0.578,-0.9300000000000003,
150,Jordan Clarkson,NYK,SG,33.0,16.0,0.0,307.0,10.290319583810774,-0.0767010404730664,0.3684,,,13.8,-2.0,0.0,0.094,0.601,-0.5800000000000003,
151,Dalton Knecht,LAL,SF,24.0,14.0,1.0,249.0,10.289746889599332,-0.15063277600166872,0.31880000000000003,,,10.7,-2.4,0.0,0.06,0.563,0.0,
152,Justin Edwards,PHI,SF,22.0,14.0,4.0,241.0,10.284648700086475,-0.16337824978381382,0.3692,,,10.3,-2.2,0.0,0.069,0.556,0.0,
153,Kyshawn George,WAS,SF,22.0,15.0,15.0,474.0,10.28359766387528,-0.16600584031179963,0.8688,,,14.3,-1.3,0.1,0.019,0.608,0.0,
154,Brook Lopez,LAC,C,37.0,17.0,0.0,245.0,10.282746971005839,-0.23313257248540253,0.3,,,10.1,-3.8,-0.1,-0.003,0.541,0.5200000000000004,
155,Hugo González,BOS,SF,19.0,13.0,1.0,151.0,10.28249047448979,-0.1687738137755225,0.3,,,8.5,-2.6,0.0,0.068,0.51,0.0,
156,Yves Missi,NOP,C,21.0,13.0,5.0,253.0,10.28114857391994,-0.1721285652001497,0.40359999999999996,,,15.4,-2.9,-0.1,0.075,0.582,0.0,
157,Adem Bona,PHI,C,22.0,12.0,3.0,177.0,10.278937261192358,-0.17765684701910708,0.3,,,9.6,-2.5,0.0,0.064,0.481,0.0,
158,Corey Kispert,WAS,SF,26.0,16.0,1.0,314.0,10.272165010111909,-0.13458747472022872,0.3968,,,12.9,-2.2,0.0,0.059,0.648,-0.4800000000000001,
159,Jaren Jackson Jr.,MEM,C,26.0,16.0,16.0,463.0,10.269620758356535,-0.26094810410865965,0.8756,,,13.4,-2.1,0.0,0.043,0.574,0.4800000000000003,41.0
160,Luguentz Dort,OKC,SF,26.0,12.0,12.0,347.0,10.266588209525713,-0.31977947618571767,0.6563999999999999,,,8.2,-2.5,0.0,0.113,0.528,0.8899999999999996,
161,Jericho Sims,MIL,C,27.0,13.0,1.0,123.0,10.263618709630576,-0.15095322592356084,0.3,,,9.2,-4.5,-0.1,0.084,0.763,-0.5199999999999997,
162,Kris Dunn,LAC,PG,31.0,17.0,11.0,436.0,10.262164301845662,-0.41333924538584754,0.7432000000000001,,,10.4,-2.8,-0.1,0.05,0.578,1.5500000000000007,
163,Walter Clayton,UTA,PG,22.0,13.0,0.0,207.0,10.261444730650858,-0.22138817337285321,0.3,,,9.8,-3.2,-0.1,0.019,0.521,0.0,
164,Tyler Kolek,NYK,PG,24.0,12.0,0.0,100.0,10.259546085121372,-0.2261347871965715,0.3,,,8.9,-3.9,0.0,0.044,0.49,0.0,
165,Jarred Vanderbilt,LAL,PF,26.0,14.0,2.0,257.0,10.259471331331683,-0.1475716716707943,0.34840000000000004,,,10.6,-2.1,0.0,0.063,0.548,-0.6299999999999999,
166,Javonte Green,DET,SG,32.0,17.0,3.0,373.0,10.257786834542221,-0.14803291364444623,0.5076,,,11.1,-1.6,0.0,0.1,0.556,-0.6599999999999996,
167,Saddiq Bey,NOP,SF,26.0,17.0,9.0,457.0,10.257634940673293,-0.1371626483167681,0.7284,,,14.7,-0.7,0.1,0.071,0.537,-0.7499999999999999,
168,Drew Eubanks,SAC,C,28.0,18.0,7.0,288.0,10.25507692673144,-0.2473076831713962,0.4855999999999999,,,12.5,-3.5,-0.1,0.033,0.63,0.08000000000000024,
169,Ochai Agbaji,TOR,SG,25.0,12.0,1.0,166.0,10.254546508904289,-0.382383727739276,0.3,,,5.3,-6.3,-0.2,0.031,0.448,1.1499999999999992,
170,Kyle Filipowski,UTA,C,22.0,16.0,5.0,320.0,10.253619358848471,-0.24095160287882056,0.484,,,12.8,-2.7,-0.1,0.052,0.54,0.0,
171,Thomas Bryant,CLE,C,28.0,13.0,0.0,81.0,10.25338103888211,-0.2890474027947264,0.3,,,10.2,-5.4,-0.1,0.033,0.433,0.38000000000000006,
172,Chris Youngblood,OKC,SG,23.0,16.0,0.0,80.0,10.252741193632428,-0.2431470159189325,0.3,,,7.4,-5.5,-0.1,0.121,0.528,0.0,
173,Buddy Hield,GSW,SG,33.0,19.0,0.0,337.0,10.246481046915143,-0.24754738271213977,0.40440000000000004,,,10.4,-3.3,-0.1,0.038,0.555,-0.0899999999999996,
174,Will Riley,WAS,SF,19.0,11.0,0.0,76.0,10.246038115111222,-0.2599047122219426,0.3,,,11.1,-4.1,0.0,-0.004,0.468,0.0,
175,Oso Ighodaro,PHO,PF,23.0,18.0,4.0,287.0,10.243263198795308,-0.2668420030117305,0.4244,,,9.3,-3.3,-0.1,0.049,0.541,0.0,
176,Maxime Raynaud,SAC,C,22.0,10.0,0.0,136.0,10.242872866827817,-0.26781783293045586,0.3,,,10.8,-5.2,-0.1,0.013,0.522,0.0,
177,Nicolas Batum,LAC,PF,37.0,17.0,2.0,303.0,10.240753161377006,-0.20561709655748944,0.40359999999999996,,,9.0,-1.8,0.0,0.044,0.56,-0.5399999999999999,
178,Larry Nance Jr.,CLE,PF,33.0,15.0,2.0,230.0,10.23749018032187,-0.3525245491953198,0.31600000000000006,,,6.5,-5.2,-0.2,0.033,0.436,0.5700000000000003,
179,Trayce Jackson-Davis,GSW,C,25.0,12.0,1.0,148.0,10.236414815154328,-0.08396296211418028,0.3,,,14.4,-3.1,0.0,0.123,0.566,-1.5999999999999999,
180,Nick Richards,PHO,C,28.0,18.0,2.0,190.0,10.23276374641069,-0.26184063397327895,0.3,,,12.3,-6.5,-0.2,0.052,0.562,-0.24999999999999992,
181,Cooper Flagg,DAL,PG,19.0,18.0,18.0,604.0,10.2324215455844,-0.29394613603900166,0.96,,,13.1,-1.7,0.0,0.056,0.527,0.0,67.0
182,Ariel Hukporti,NYK,C,23.0,10.0,2.0,72.0,10.232280462046486,-0.294298844883785,0.3,,,7.4,-4.7,0.0,0.036,0.461,0.0,
183,Al Horford,GSW,C,39.0,12.0,0.0,261.0,10.231886938108834,-0.1827826547279163,0.3132,,,9.2,-2.0,0.0,0.035,0.482,-0.8999999999999998,
184,Toumani Camara,POR,PF,25.0,18.0,18.0,611.0,10.229975374813671,-0.6750615629658212,0.96,,,9.6,-2.8,-0.1,0.031,0.523,3.0,90.0
185,Spencer Jones,DEN,SF,24.0,13.0,2.0,149.0,10.229006016381488,-0.3024849590462802,0.3,,,4.1,-5.1,-0.1,0.044,0.571,0.0,
186,P.J. Washington,DAL,PF,27.0,18.0,18.0,567.0,10.228486492579997,-0.26378376855000907,0.96,,,12.8,-1.6,0.1,0.035,0.529,-0.3200000000000002,
187,Jonathan Isaac,ORL,PF,28.0,17.0,0.0,170.0,10.227461673620294,-0.1000958159492659,0.3,,,12.2,-1.8,0.0,0.094,0.529,-1.649999999999999,
188,Guerschon Yabusele,NYK,C,30.0,15.0,0.0,158.0,10.22590484154951,-0.31023789612622193,0.3,,,7.3,-4.8,-0.1,0.047,0.449,0.0,
189,Jose Alvarado,NOP,PG,27.0,17.0,0.0,345.0,10.223236485977509,-0.2069087850562257,0.414,,,12.0,-2.5,0.0,0.038,0.548,-0.8800000000000001,
190,Ziaire Williams,BRK,SF,24.0,14.0,0.0,323.0,10.22183662259783,-0.3604084435054213,0.3876,,,9.3,-4.6,-0.2,0.009,0.546,0.3199999999999996,
191,Kris Murray,POR,SF,25.0,17.0,1.0,404.0,10.221587101440768,-0.39603224639807766,0.5048,,,8.3,-3.0,-0.1,0.042,0.494,0.6000000000000012,
192,Cole Anthony,MIL,PG,25.0,17.0,0.0,327.0,10.221105172751829,-0.35598706812042824,0.3924,,,11.5,-4.3,-0.2,-0.031,0.479,0.2700000000000002,
193,Liam McNeeley,CHO,SF,20.0,11.0,0.0,146.0,10.21912398398934,-0.32719004002665014,0.3,,,7.1,-5.7,-0.1,0.02,0.504,0.0,
194,Josh Giddey,CHI,PG,23.0,15.0,15.0,511.0,10.217116493652084,0.8043579251782953,0.9,1569.885672488986,0.47345333333333334,20.2,3.3,0.7,0.12,0.571,1.2,48.0
195,Amir Coffey,MIL,SG,28.0,15.0,0.0,134.0,10.2168960375781,-0.3152599060547508,0.3,,,6.4,-5.2,-0.1,0.044,0.538,-0.14000000000000057,
196,Zach LaVine,SAC,SG,30.0,16.0,16.0,536.0,10.216450468889533,-0.24762382777616626,0.92,,,14.4,-2.0,0.0,0.037,0.632,-0.69,64.0
197,Nique Clifford,SAC,SG,23.0,14.0,2.0,241.0,10.215586478945864,-0.336033802635339,0.32919999999999994,,,7.7,-4.4,-0.1,0.008,0.469,0.0,
198,Tyrese Proctor,CLE,PG,21.0,16.0,0.0,191.0,10.214808161256991,-0.3379795968575229,0.3,,,7.9,-6.1,-0.2,0.024,0.463,0.0,
199,Bronny James,LAL,SG,21.0,10.0,1.0,111.0,10.208664715234422,-0.3533382119139458,0.3,,,6.1,-4.5,-0.1,-0.01,0.377,0.0,
200,Caleb Love,POR,SG,24.0,10.0,0.0,185.0,10.205248298635999,-0.3618792534100033,0.3,,,9.0,-5.7,-0.2,-0.011,0.428,0.0,
201,Jonathan Kuminga,GSW,PF,23.0,13.0,12.0,360.0,10.204262308402305,-0.41434422899423756,0.6719999999999999,,,12.7,-3.9,-0.2,0.044,0.57,0.3999999999999999,
202,Rob Dillingham,MIN,PG,21.0,15.0,0.0,163.0,10.202752959105753,-0.3681176022356173,0.3,,,9.2,-6.8,-0.2,-0.035,0.429,0.0,
203,Jeremiah Robinson-Earl,IND,PF,25.0,12.0,3.0,229.0,10.202695493373717,-0.3482612665657084,0.3348,,,10.0,-5.0,-0.2,0.035,0.472,-0.16000000000000014,
204,Jordan Goodwin,PHO,PG,27.0,15.0,2.0,294.0,10.201437089379919,0.08543268396839264,0.3927999999999999,1579.4172105395496,0.4653866666666666,15.0,1.3,0.2,0.108,0.544,9.820000000000004,
205,Jaden Hardy,DAL,SG,23.0,16.0,0.0,178.0,10.200484628638995,-0.22378842840251015,0.3,,,9.1,-3.9,-0.1,0.008,0.553,-1.1999999999999995,
206,Micah Peavy,NOP,SG,24.0,14.0,1.0,196.0,10.198638399626676,-0.3784040009333116,0.3,,,8.6,-6.1,-0.2,0.002,0.438,0.0,
207,D'Angelo Russell,DAL,PG,29.0,17.0,3.0,364.0,10.196718016509115,-0.330704958727212,0.49679999999999996,,,12.2,-3.0,-0.1,-0.007,0.491,-0.4199999999999999,
208,Patrick Williams,CHI,PF,24.0,16.0,1.0,343.0,10.196598043555746,-0.28850489111063676,0.43160000000000004,,,9.7,-2.9,-0.1,0.027,0.544,-0.76,
209,Ron Holland,DET,SF,20.0,17.0,5.0,386.0,10.19464216357816,-0.3883945910545991,0.5632,,,9.2,-3.2,-0.1,0.037,0.48,0.0,
210,RayJ Dennis,IND,PG,24.0,12.0,0.0,162.0,10.194379538251342,-0.38905115437164717,0.3,,,7.0,-5.5,-0.1,-0.072,0.433,0.0,
211,Dalen Terry,CHI,SG,23.0,10.0,0.0,90.0,10.190970198726136,-0.16007450318465746,0.3,,,10.2,-2.3,0.0,0.058,0.498,-1.9,
212,Devin Vassell,SAS,SG,25.0,16.0,16.0,531.0,10.19059453918834,-0.37101365202915404,0.92,,,10.7,-1.9,0.0,0.072,0.534,-0.21999999999999992,96.0
213,Sam Hauser,BOS,PF,28.0,17.0,2.0,364.0,10.188933267859483,-0.3489168303512926,0.4768,,,8.5,-2.5,-0.1,0.046,0.488,-0.4300000000000001,
214,Ace Bailey,UTA,SF,19.0,17.0,8.0,366.0,10.188858010335721,-0.4028549741606947,0.5992,,,11.8,-3.6,-0.1,0.029,0.548,0.0,
215,Jalen Brunson,NYK,PG,29.0,14.0,14.0,478.0,10.188564350301622,0.9897407767599852,0.8535999999999999,1564.434455418404,0.46910666666666656,22.2,4.0,0.7,0.178,0.599,0.9100000000000001,9.0
216,Tyus Jones,ORL,PG,29.0,18.0,1.0,239.0,10.186747556075211,-0.3368811098119721,0.3068,,,5.5,-3.1,-0.1,0.017,0.337,-0.57,
217,Nigel Hayes-Davis,PHO,SF,31.0,13.0,0.0,100.0,10.185866337980825,-0.41033415504793674,0.3,,,5.2,-6.5,-0.1,-0.003,0.402,0.0,
218,Taelon Peter,IND,SG,23.0,11.0,0.0,91.0,10.184953931716455,-0.41261517070886133,0.3,,,5.4,-5.1,-0.1,-0.066,0.395,0.0,
219,Marcus Smart,LAL,SG,31.0,13.0,9.0,355.0,10.181328847197182,-0.3291778820070404,0.606,,,9.8,-2.6,-0.1,0.051,0.549,-0.7400000000000001,
220,Zaccharie Risacher,ATL,SF,20.0,15.0,15.0,362.0,10.179839553704088,-0.4254011157397815,0.7343999999999999,,,12.1,-3.2,-0.1,0.049,0.521,0.0,
221,VJ Edgecombe,PHI,SG,20.0,15.0,15.0,560.0,10.176191382552307,-0.4345215436192307,0.9,,,11.7,-2.3,0.0,0.053,0.503,0.0,
222,Terance Mann,BRK,SG,29.0,17.0,17.0,451.0,10.175134322945752,-0.39466419263562275,0.8812,,,11.8,-2.4,0.0,0.067,0.559,-0.3399999999999999,
223,Cameron Johnson,DEN,SF,29.0,16.0,16.0,445.0,10.174169070536077,-0.4270773236598052,0.8540000000000001,,,10.2,-2.6,-0.1,0.088,0.575,-0.09999999999999998,
224,Isaiah Livers,PHO,PF,27.0,12.0,0.0,149.0,10.168027848849452,-0.14243037787637144,0.3,,,8.4,-1.8,0.0,0.082,0.54,-2.499999999999999,
225,Gui Santos,GSW,PF,23.0,14.0,1.0,104.0,10.164354834854072,-0.3141129128648194,0.3,,,7.8,-6.2,-0.1,0.013,0.534,-1.1999999999999995,
226,A.J. Green,MIL,SG,26.0,18.0,18.0,511.0,10.163432158945778,-0.385169602635553,0.96,,,10.2,-2.8,-0.1,0.082,0.698,-0.65,
227,Egor Dёmin,BRK,PG,19.0,16.0,9.0,355.0,10.154445664631044,-0.48888583842238875,0.606,,,9.8,-3.1,-0.1,-0.01,0.507,0.0,
228,Kyle Kuzma,MIL,PF,30.0,17.0,8.0,443.0,10.154288840917406,-0.3205278977064833,0.6916,,,14.4,-3.3,-0.2,0.069,0.58,-1.3499999999999999,
229,Tre Mann,CHO,PG,24.0,15.0,1.0,325.0,10.153062244814667,-0.5998443879633294,0.41000000000000003,,,7.6,-6.6,-0.4,-0.062,0.454,0.8599999999999997,
230,Jeremiah Fears,NOP,PG,19.0,18.0,16.0,482.0,10.151600899968319,-0.495997750079202,0.8984,,,14.1,-3.0,-0.1,-0.002,0.541,0.0,
231,Matas Buzelis,CHI,PF,21.0,17.0,17.0,465.0,10.146358110721504,-0.5091047231962372,0.8980000000000001,,,12.8,-3.3,-0.2,0.037,0.582,0.0,
232,Mohamed Diawara,NYK,SF,20.0,10.0,0.0,33.0,10.139579946486412,-0.5260501337839679,0.3,,,2.9,-8.9,-0.1,-0.081,0.394,0.0,
233,Caleb Martin,DAL,SF,30.0,16.0,0.0,154.0,10.136822393412917,-0.36169401646770855,0.3,,,4.6,-5.7,-0.1,0.034,0.407,-1.37,
234,Taylor Hendricks,UTA,PF,22.0,11.0,3.0,157.0,10.13510682758206,-0.2997329310448495,0.3,,,9.9,-4.5,-0.1,0.014,0.455,-1.8999999999999992,
235,Carter Bryant,SAS,PF,20.0,11.0,0.0,72.0,10.134527090003509,-0.5386822749912256,0.3,,,4.6,-10.0,-0.1,-0.069,0.405,0.0,
236,Svi Mykhailiuk,UTA,SF,28.0,17.0,17.0,448.0,10.132730165316701,-0.49942458670824735,0.8775999999999999,,,9.8,-2.4,-0.1,0.043,0.609,-0.34999999999999976,
237,Chris Paul,LAC,PG,40.0,12.0,0.0,177.0,10.132517611407605,-0.343705971480986,0.3,,,8.2,-4.5,-0.1,-0.005,0.376,-1.6000000000000003,
238,Jusuf Nurkić,UTA,C,31.0,17.0,12.0,420.0,10.131315626057402,-0.4992109348564929,0.744,,,11.8,-2.7,-0.1,0.001,0.472,-0.38,
239,Bruce Brown,DEN,SG,29.0,17.0,0.0,396.0,10.124345355368035,-0.36038661157991064,0.4752,,,8.9,-3.5,-0.2,0.07,0.513,-1.63,
240,Tre Johnson,WAS,SG,19.0,15.0,4.0,364.0,10.12392312144012,-0.565192196399701,0.5167999999999999,,,10.0,-5.1,-0.3,-0.037,0.565,0.0,
241,Jalen Wilson,BRK,PF,25.0,14.0,0.0,214.0,10.123448049711369,-0.4413798757215758,0.3,,,5.4,-7.2,-0.3,-0.041,0.542,-0.9999999999999994,
242,Kentavious Caldwell-Pope,MEM,SG,32.0,18.0,13.0,411.0,10.121132751269071,-0.570918121827322,0.7532,,,9.2,-3.2,-0.1,0.033,0.492,-0.009999999999999917,
243,Sion James,CHO,SG,23.0,17.0,11.0,451.0,10.116472305429019,-0.5838192364274545,0.7612000000000001,,,8.2,-3.5,-0.2,0.04,0.595,0.0,
244,Lonzo Ball,CLE,PG,28.0,15.0,3.0,360.0,10.115843999757244,-0.29789000060689047,0.492,,,9.1,-1.7,0.0,0.039,0.441,-2.3,
245,Klay Thompson,DAL,SF,35.0,18.0,8.0,389.0,10.114125399128168,-0.5096865021795811,0.6268,,,8.7,-2.9,-0.1,-0.009,0.483,-0.6400000000000001,
246,Dennis Schröder,SAC,PG,32.0,18.0,12.0,525.0,10.108301948391611,-0.6067451290209713,0.84,,,11.9,-2.9,-0.1,-0.004,0.495,0.019999999999999504,
247,Isaac Okoro,CHI,SG,25.0,15.0,15.0,373.0,10.104734891416319,-0.6481627714592001,0.7476,,,8.5,-4.4,-0.2,0.037,0.576,0.2799999999999999,
248,John Collins,LAC,PF,28.0,17.0,8.0,435.0,10.093734588691769,-0.6269135282705784,0.682,,,11.5,-5.2,-0.3,0.011,0.563,-0.11000000000000025,
249,Khris Middleton,WAS,SF,34.0,12.0,12.0,299.0,10.081313709149947,-0.6417157271251284,0.5988,,,10.4,-5.5,-0.3,-0.005,0.546,-0.24000000000000013,
250,Sidy Cissoko,POR,SF,21.0,13.0,4.0,217.0,10.077394614995244,-0.3815134625118935,0.3404,,,6.6,-5.4,-0.2,0.019,0.511,-2.399999999999998,
251,Draymond Green,GSW,PF,35.0,16.0,16.0,459.0,10.07481984786138,-0.606700380346547,0.8708,,,8.4,-2.4,-0.1,0.015,0.502,-0.6500000000000001,57.0
252,Cody Williams,UTA,SG,21.0,11.0,0.0,141.0,10.073280854763611,-0.6917978630909712,0.3,,,0.6,-11.0,-0.3,-0.088,0.335,0.0,
253,CJ McCollum,WAS,SG,34.0,16.0,16.0,468.0,10.047777693432822,-0.6605557664179446,0.8816,,,13.1,-3.6,-0.2,0.004,0.536,-0.7599999999999999,
254,Ja Morant,MEM,PG,26.0,12.0,12.0,345.0,10.046489402942079,-0.5875264926448032,0.6539999999999999,,,12.7,-4.7,-0.2,-0.03,0.477,-1.3699999999999999,60.0
255,Ben Sheppard,IND,SG,24.0,17.0,8.0,435.0,10.01916167276359,-1.0020958180910255,0.682,,,6.2,-5.9,-0.4,-0.011,0.403,1.4,
256,Jordan Hawkins,NOP,SG,23.0,16.0,0.0,243.0,10.008285652228995,-0.5667858694275132,0.3,,,4.7,-8.3,-0.4,-0.074,0.396,-2.2999999999999994,
257,Jamal Murray,DEN,PG,28.0,16.0,16.0,562.0,10.003785376161966,0.8620929290964389,0.92,1563.3494479573847,0.4653333333333333,20.0,2.8,0.7,0.164,0.596,-0.2499999999999997,29.0
258,Gary Trent Jr.,MIL,SG,27.0,18.0,12.0,504.0,9.994960694915454,-0.7850982627113626,0.84,,,8.8,-4.3,-0.3,0.025,0.557,-0.8200000000000002,
259,Jaylen Wells,MEM,SG,22.0,18.0,18.0,464.0,9.994097693321699,-0.8897557666957508,0.9168000000000001,,,9.2,-4.2,-0.3,0.028,0.491,0.0,
260,Noah Clowney,BRK,PF,21.0,17.0,11.0,462.0,9.99336878147449,-0.46657804631377464,0.7744,,,11.1,-2.8,-0.1,0.017,0.575,-3.3999999999999986,
261,Bub Carrington,WAS,PG,20.0,16.0,5.0,406.0,9.91427167168942,-1.0893208207764489,0.5872,,,5.1,-8.0,-0.6,-0.076,0.467,0.0,
262,Deandre Ayton,LAL,C,27.0,15.0,15.0,438.0,9.888327357473665,0.07032190775497277,0.8256,1600.9939758786118,0.4771066666666667,18.0,-2.1,0.0,0.119,0.693,-1.1099999999999997,
263,Herbert Jones,NOP,SF,27.0,16.0,16.0,484.0,9.86915787725884,-1.0971053068529035,0.9008,,,7.9,-5.2,-0.4,-0.009,0.503,-0.84,
264,Jarace Walker,IND,PF,22.0,17.0,9.0,477.0,9.85652210660789,-1.0961947334802764,0.7524,,,7.0,-5.7,-0.5,-0.051,0.461,-1.0999999999999996,
265,Rudy Gobert,MIN,C,33.0,17.0,17.0,550.0,9.635030373698342,0.2600668556503298,0.94,1562.872706163763,0.4600666666666666,15.5,-0.7,0.2,0.149,0.704,-0.7,52.0
266,Franz Wagner,ORL,SF,24.0,18.0,18.0,629.0,9.626674193631407,0.8792624027820952,0.96,1548.582425079591,0.4425066666666666,19.7,2.5,0.7,0.166,0.593,1.2699999999999998,37.0
267,Sandro Mamukelashvili,TOR,C,26.0,17.0,1.0,316.0,9.565848725006251,0.41784128347136723,0.3992,1554.6237640758677,0.44937333333333335,19.7,3.6,0.5,0.2,0.685,0.9699999999999998,
268,Grayson Allen,PHO,SG,30.0,13.0,13.0,417.0,9.546857775153926,0.6311027690915609,0.7604,1548.500003645575,0.44688,17.8,3.1,0.5,0.166,0.638,-0.09,
269,Ivica Zubac,LAC,C,28.0,17.0,17.0,535.0,9.542574421721707,0.5982814704528503,0.94,1548.9792866024318,0.4448666666666667,21.5,0.9,0.4,0.147,0.642,0.8899999999999997,47.0
270,Andre Drummond,PHI,C,32.0,15.0,7.0,365.0,9.495222935031977,0.21033551663926855,0.578,1559.8088358983014,0.4555066666666666,17.9,0.4,0.2,0.169,0.618,-1.26,
271,Michael Porter Jr.,BRK,SF,27.0,16.0,16.0,521.0,9.313130803037051,0.7128786334607773,0.92,1540.0543556545942,0.4309066666666667,20.5,2.9,0.6,0.09,0.607,1.0100000000000002,72.0
272,Cason Wallace,OKC,SG,22.0,17.0,17.0,486.0,9.278124857409338,0.16286452123465114,0.9232,1550.7673524948948,0.44030666666666674,11.2,0.6,0.3,0.131,0.545,0.8999999999999997,95.0
273,Amen Thompson,HOU,SF,23.0,15.0,15.0,547.0,9.24247950417475,0.47396187397939005,0.9,1539.5489482128276,0.42893333333333333,16.9,1.5,0.5,0.144,0.548,2.299999999999999,34.0
274,Tari Eason,HOU,PF,24.0,11.0,1.0,255.0,9.103841452470256,0.1603012630242006,0.326,1544.0897739738946,0.4273466666666667,16.2,1.8,0.3,0.14,0.642,2.6499999999999995,75.0
275,Jerami Grant,POR,PF,31.0,17.0,5.0,485.0,8.954970836650363,0.4896776474283639,0.6819999999999999,1536.2847614815055,0.4221066666666666,18.3,1.8,0.5,0.157,0.643,-0.8300000000000002,
276,Trey Murphy III,NOP,SF,25.0,18.0,18.0,636.0,8.889461054145254,0.5465855213081323,0.96,1526.8293383799994,0.4140533333333334,17.8,1.5,0.6,0.103,0.616,0.6700000000000004,58.0
277,Keyonte George,UTA,PG,22.0,17.0,17.0,589.0,8.781167734221361,0.3622787702270717,0.94,1528.2409691308449,0.4097333333333334,17.9,0.7,0.4,0.098,0.59,1.7000000000000006,
278,Miles Bridges,CHO,PF,27.0,17.0,17.0,594.0,8.773419418339119,0.33351957047880637,0.94,1531.3353863468385,0.41375999999999996,17.4,0.8,0.4,0.11,0.56,0.1499999999999993,
279,Collin Gillespie,PHO,PG,26.0,18.0,0.0,459.0,8.762899609939794,0.42875383582691107,0.5508,1518.5631811815604,0.3988533333333333,16.7,3.5,0.6,0.152,0.58,5.199999999999999,
280,Jaylon Tyson,CLE,SG,23.0,14.0,10.0,367.0,8.666477499052021,0.3175874836034402,0.6404,1526.753595474196,0.40915999999999997,14.8,1.4,0.3,0.154,0.669,0.0,
281,Jabari Smith Jr.,HOU,PF,22.0,14.0,14.0,463.0,8.402512916106371,0.19200793837584318,0.8355999999999999,1515.6131746687186,0.3948533333333334,14.0,0.4,0.3,0.142,0.568,1.5000000000000007,
282,Josh Minott,BOS,PF,23.0,16.0,9.0,309.0,8.213249096443842,0.34603030401303775,0.5508,1509.0156064512548,0.38138666666666665,17.4,2.0,0.3,0.184,0.638,1.9000000000000008,
283,Luka Garza,BOS,C,27.0,15.0,0.0,222.0,7.930727590588957,0.20242283699376393,0.3,1504.250524820507,0.3752133333333333,19.8,0.8,0.2,0.232,0.674,-0.10999999999999953,
284,Russell Westbrook,SAC,SF,37.0,18.0,12.0,508.0,7.8035510754298505,0.10535140362309812,0.84,1503.4736313454791,0.37007999999999996,15.4,1.0,0.4,0.02,0.54,0.1800000000000002,
285,Jrue Holiday,POR,PG,35.0,12.0,12.0,401.0,7.722816542500399,0.3841124373776036,0.7212000000000001,1493.4495752115308,0.36316000000000004,17.0,2.4,0.5,0.112,0.565,-0.8500000000000001,51.0
286,Quentin Grimes,PHI,SG,25.0,16.0,1.0,512.0,7.200048567583419,0.059336078257654024,0.62,1465.34629834439,0.34171999999999997,14.2,-0.3,0.2,0.09,0.623,-2.9507091677708806e-17,
287,Aaron Holiday,HOU,PG,29.0,10.0,0.0,119.0,6.999432544724061,0.2863517309924801,0.3,1466.9650814017284,0.32587999999999995,17.9,4.4,0.2,0.2,0.717,0.5,
288,RJ Barrett,TOR,SF,25.0,17.0,17.0,526.0,6.853728160150939,0.47450759362095457,0.94,1455.8219544395336,0.31398666666666664,17.5,1.0,0.4,0.139,0.604,0.8899999999999998,80.0
289,Aaron Gordon,DEN,PF,30.0,13.0,13.0,368.0,6.745088979660844,0.6178010821020543,0.7016,1449.2937720858079,0.30684,20.5,2.4,0.4,0.194,0.676,0.46000000000000013,35.0
290,Steven Adams,HOU,C,32.0,14.0,4.0,307.0,6.643922209114529,0.1546824783867035,0.4484,1454.9252189707713,0.3142533333333334,17.8,1.0,0.2,0.181,0.566,-0.8499999999999999,
291,Tre Jones,CHI,PG,26.0,14.0,11.0,400.0,6.54645984900482,0.18473532395751374,0.7,1450.7102260934912,0.3050533333333333,16.3,0.2,0.2,0.13,0.604,0.6599999999999999,
292,De'Andre Hunter,CLE,SF,28.0,15.0,15.0,434.0,6.304955736050678,0.25869437016763186,0.8208,1439.7628056441065,0.2898266666666667,15.8,0.6,0.3,0.115,0.588,1.38,88.0
293,Donte DiVincenzo,MIN,SG,29.0,17.0,17.0,530.0,6.275299947380986,0.3301550711084167,0.94,1434.591081161228,0.28659999999999997,13.9,1.0,0.4,0.13,0.609,1.5300000000000002,
